region,MM,PDR,color
chr14-27066762-27067960,0.0738764,0.191919,red
chr14-29234050-29235248,0.185899,0.517308,blue
chr14-30396750-30397948,0.182537,0.480831,blue
chr14-31027329-31028527,0.210346,0.235369,red
chr14-31090318-31091516,0.163591,0.204993,red
chr14-31342765-31343963,0.233563,0.468323,red
chr14-31493857-31495055,0.0245866,0.0659574,red
chr14-31495390-31496588,0.0101574,0.0780399,red
chr14-31676491-31677689,0.00556221,0.0858311,red
chr14-31926415-31927613,0.0801068,0.0678851,green
chr14-31926518-31927716,0.106601,0.0601266,green
chr14-32029601-32030799,0.185172,0.0757946,green
chr14-32545495-32546693,0.00904926,0.0808081,red
chr14-32797479-32798677,0.805649,0.470968,red
chr14-33407523-33408721,0.0229514,0.160256,red
chr14-34420089-34421287,0.102421,0.179348,red
chr14-34931364-34932562,0.15124,0.189448,red
chr14-35008718-35009916,0.259749,0.307097,red
chr14-35099191-35100389,0.355737,0.404545,red
chr14-35182836-35184034,0.0257718,0.0921875,red
chr14-35344655-35345853,0.399481,0.10274,green
chr14-35450163-35451361,0.0726817,0.121406,red
chr14-35590776-35591974,0.00811085,0.0447928,red
chr14-35591321-35592519,0.0211652,0.0754098,red
chr14-35760563-35761761,0.228372,0.2719,red
chr14-35873754-35874952,0.0520782,0.21458,red
chr14-36002248-36003446,0.0140424,0.163265,red
chr14-36278312-36279510,0.243255,0.158014,green
chr14-36294524-36295722,0.128393,0.188618,red
chr14-36789684-36790882,0.288965,0.220648,green
chr14-36982836-36984034,0.0953703,0.389105,blue
chr14-36989235-36990433,0.0464289,0.219482,red
chr14-37051614-37052812,0.208071,0.417373,red
chr14-37130070-37131268,0.0762949,0.267921,red
chr14-37641873-37643071,0.166097,0.35474,red
chr14-37666155-37667353,0.189782,0.217729,red
chr14-38064041-38065239,0.047752,0.219608,red
chr14-38676204-38677402,0.111966,0.278459,red
chr14-38725376-38726574,0.471603,0.501134,red
chr14-39572534-39573732,0.309028,0.309804,red
chr14-39582427-39583625,0.0439657,0.028103,green
chr14-39639328-39640526,0.0469111,0.0620805,green
chr14-39643417-39644615,0.0966627,0.222651,red
chr14-39735328-39736526,0.0162198,0.0910194,red
chr14-39901506-39902704,0.00760513,0.0479042,red
chr14-42075773-42076971,0.0503728,0.188475,red
chr14-45430411-45431609,0.00426439,0.0256158,red
chr14-45430970-45432168,0.0160708,0.0533597,red
chr14-45552302-45553500,0.098801,0.0541516,green
chr14-45604150-45605348,0.00511866,0.0358423,red
chr14-45604324-45605522,0.00480529,0.0399568,red
chr14-45722407-45723605,0.212124,0.291314,red
chr14-47120830-47122028,0.910608,0.534632,red
chr14-47812240-47813438,0.83381,0.27619,green
chr14-48143801-48144999,0.0772407,0.324163,blue
chr14-50052896-50054094,0.236147,0.0406977,green
chr14-50064415-50065613,0.0218186,0.0973451,red
chr14-50086489-50087687,0.00689655,0.0452555,red
chr14-50087205-50088403,0.0182488,0.100728,red
chr14-50101750-50102948,0.0730588,0.183276,red
chr14-50154823-50156021,0.266805,0.366434,red
chr14-50158823-50160021,0.056872,0.126464,red
chr14-50233326-50234524,0.283842,0.292254,red
chr14-50319723-50320921,0.155932,0.23824,red
chr14-50358810-50360008,0.0315352,0.159817,red
chr14-50583077-50584275,0.0367859,0.058296,red
chr14-50698078-50699276,0.082771,0.371147,blue
chr14-50778359-50779557,0.00459058,0.0521127,red
chr14-50779068-50780266,0.0912048,0.192063,red
chr14-50862419-50863617,0.100093,0.221458,red
chr14-50999129-51000327,0.030901,0.0855263,red
chr14-51025743-51026941,0.216204,0.235897,red
chr14-51134851-51136049,0.0335793,0.132468,red
chr14-51297641-51298839,0.0216517,0.0852359,red
chr14-51337878-51339076,0.269353,0.551724,red
chr14-51411256-51412454,0.148,0.204114,red
chr14-51562581-51563779,0.174757,0.316804,red
chr14-51705886-51707084,0.224678,0.106061,green
chr14-52117665-52118863,0.0167806,0.134417,red
chr14-52326132-52327330,0.454845,0.283582,green
chr14-52455193-52456391,0.0952318,0.229339,red
chr14-52535514-52536712,0.0869531,0.304854,red
chr14-52733431-52734629,0.2427,0.382166,red
chr14-52780113-52781311,0.102796,0.248432,red
chr14-53018866-53020064,0.00434937,0.0625869,red
chr14-53019026-53020224,0.00464157,0.0667575,red
chr14-53162225-53163423,0.174068,0.251981,red
chr14-53172890-53174088,0.24212,0.099115,green
chr14-53195900-53197098,0.28199,0.237113,red
chr14-53258121-53259319,0.184251,0.240664,red
chr14-53417617-53418815,0.0206437,0.137931,red
chr14-53619618-53620816,0.0636964,0.181996,red
chr14-54423331-54424529,0.139098,0.204598,red
chr14-54862673-54863871,0.11392,0.277778,red
chr14-54907951-54909149,0.0270463,0.0487239,red
chr14-54955716-54956914,0.273207,0.277778,red
chr14-54975546-54976744,0.0392191,0.0787589,red
chr14-55033635-55034833,0.00595238,0.0768072,red
chr14-55369372-55370570,0.172478,0.27259,red
chr14-55492948-55494146,0.0310651,0.144599,red
chr14-55493597-55494795,0.00701066,0.0640625,red
chr14-55517349-55518547,0.2665,0.23407,red
chr14-55594762-55595960,0.0852083,0.156522,red
chr14-55658198-55659396,0.155334,0.212254,red
chr14-55737021-55738219,0.0687285,0.0932642,green
chr14-55878378-55879576,0.075197,0.149533,red
chr14-55907136-55908334,0.656176,0.695335,red
chr14-56046035-56047233,0.0189599,0.142643,red
chr14-56584093-56585291,0.0187554,0.126033,red
chr14-57045511-57046709,0.201568,0.192878,green
chr14-57276989-57278187,0.205747,0.561118,blue
chr14-57734627-57735825,0.013803,0.0815006,red
chr14-57735528-57736726,0.059974,0.176959,red
chr14-57856271-57857469,0.214463,0.218341,red
chr14-57960372-57961570,0.724811,0.163265,green
chr14-58618733-58619931,0.0239084,0.13273,red
chr14-58665856-58667054,0.0188897,0.0690335,red
chr14-58710549-58711747,0.00678466,0.0428994,red
chr14-58764103-58765301,0.00493854,0.0380488,red
chr14-58861634-58862832,0.147589,0.26776,red
chr14-58893103-58894301,0.118016,0.183477,red
chr14-58894134-58895332,0.00488624,0.03,red
chr14-59103897-59105095,0.0259518,0.150702,red
chr14-59729173-59730371,0.84588,0.334225,red
chr14-59931862-59933060,0.190314,0.326316,red
chr14-59950161-59951359,0.0106562,0.0880077,red
chr14-59950950-59952148,0.0122525,0.0505549,red
chr14-60337486-60338684,0.194535,0.0987433,green
chr14-60557629-60558827,0.00867238,0.0670659,red
chr14-60711470-60712668,0.793659,0.264151,green
chr14-60952616-60953814,0.265502,0.549383,blue
chr14-60974669-60975867,0.116663,0.34153,red
chr14-61115982-61117180,0.0621986,0.313433,blue
chr14-61190654-61191852,0.18179,0.164062,green
chr14-61200480-61201678,0.0376557,0.0418006,red
chr14-61446832-61448030,0.0632235,0.0637959,green
chr14-61447878-61449076,0.0143331,0.0880759,red
chr14-61748360-61749558,0.371051,0.375635,red
chr14-61787435-61788633,0.187162,0.311705,red
chr14-62163340-62164538,0.0775946,0.189873,red
chr14-62228075-62229273,0.241289,0.176642,green
chr14-63511975-63513173,0.0393236,0.224076,red
chr14-63670126-63671324,0.201769,0.242553,red
chr14-64009894-64011092,0.00878711,0.0394737,red
chr14-64194559-64195757,0.0937891,0.152401,red
chr14-64318683-64319881,0.132218,0.37108,red
chr14-64760880-64762078,0.0419053,0.144538,red
chr14-64854068-64855266,0.0100011,0.076087,red
chr14-64931217-64932415,0.0727818,0.166969,red
chr14-64970292-64971490,0.00569044,0.0597243,red
chr14-64970365-64971563,0.00551338,0.0605144,red
chr14-65006186-65007384,0.0128969,0.0991379,red
chr14-65015620-65016818,0.150616,0.303136,red
chr14-65170154-65171352,0.0583254,0.216184,red
chr14-65289668-65290866,0.373622,0.548077,red
chr14-65380079-65381277,0.147963,0.206667,red
chr14-65380211-65381409,0.113138,0.173252,red
chr14-65409333-65410531,0.558003,0.416084,red
chr14-65438677-65439875,0.0954498,0.203008,red
chr14-65452438-65453636,0.211247,0.198953,green
chr14-65568990-65570188,0.00949525,0.0581761,red
chr14-65876310-65877508,0.873053,0.435484,red
chr14-66973125-66974323,0.425937,0.221951,green
chr14-67655146-67656344,0.698959,0.65,red
chr14-67706826-67708024,0.122289,0.274971,red
chr14-67825714-67826912,0.024763,0.109457,red
chr14-67826768-67827966,0.0173463,0.0436105,red
chr14-67878719-67879917,0.183671,0.345029,red
chr14-67981823-67983021,0.183697,0.208443,red
chr14-67999018-68000216,0.103939,0.309603,red
chr14-68066806-68068004,0.341816,0.378003,red
chr14-68085515-68086713,0.0561513,0.201128,red
chr14-68141350-68142548,0.176831,0.338286,red
chr14-68162333-68163531,0.333604,0.132701,green
chr14-68167603-68168801,0.707135,0.47619,red
chr14-68283108-68284306,0.329726,0.216441,green
chr14-68285525-68286723,0.43578,0.342827,red
chr14-69259759-69260957,0.0176593,0.0454545,red
chr14-69445758-69446956,0.0350857,0.176642,red
chr14-69619645-69620843,0.0244432,0.139535,red
chr14-69657228-69658426,0.222897,0.2,green
chr14-69725681-69726879,0.139916,0.433004,blue
chr14-69864409-69865607,0.00562065,0.0493097,red
chr14-69865146-69866344,0.0390571,0.0401107,red
chr14-70077313-70078511,0.117412,0.245583,red
chr14-70192617-70193815,0.247971,0.160207,green
chr14-70263808-70265006,0.794349,0.318841,green
chr14-70345133-70346331,0.299234,0.532982,red
chr14-70655589-70656787,0.069655,0.2,red
chr14-70826250-70827448,0.167633,0.236979,red
chr14-70883564-70884762,0.417881,0.21374,green
chr14-71067186-71068384,0.0829103,0.0554156,green
chr14-71276053-71277251,0.107644,0.298003,red
chr14-71373122-71374320,0.112882,0.245081,red
chr14-71995042-71996240,0.922288,0.338824,red
chr14-72398156-72399354,0.068306,0.323179,blue
chr14-73360611-73361809,0.0146667,0.0765306,red
chr14-73392040-73393238,0.308462,0.288336,red
chr14-73493722-73494920,0.0649592,0.0456432,green
chr14-73524144-73525342,0.175627,0.165753,green
chr14-73602155-73603353,0.314899,0.268328,red
chr14-73703205-73704403,0.251607,0.528302,blue
chr14-73925027-73926225,0.187006,0.171904,green
chr14-74002818-74004016,0.421196,0.219512,green
chr14-74025427-74026625,0.820563,0.41791,red
chr14-74034763-74035961,0.268116,0.192182,green
chr14-74057410-74058608,0.543169,0.387324,red
chr14-74082548-74083746,0.777452,0.65,red
chr14-74110702-74111900,0.222335,0.199362,green
chr14-74180930-74182128,0.0938416,0.295775,red
chr14-74226803-74228001,0.0749827,0.162011,red
chr14-74317549-74318747,0.0864432,0.17161,red
chr14-74352574-74353772,0.123522,0.239454,red
chr14-74415996-74417194,0.0797916,0.218586,red
chr14-74485059-74486257,0.00564798,0.0546218,red
chr14-74485837-74487035,0.0318396,0.0828025,red
chr14-74550499-74551697,0.00432277,0.0314371,red
chr14-74550998-74552196,0.0037961,0.0334928,red
chr14-74705175-74706373,0.288103,0.616046,blue
chr14-74769561-74770759,0.250047,0.354902,red
chr14-74814116-74815314,0.651223,0.813131,red
chr14-74892607-74893805,0.144135,0.548523,blue
chr14-74959423-74960621,0.0062238,0.0645161,red
chr14-74960017-74961215,0.0290249,0.0982906,red
chr14-75078836-75080034,0.17768,0.407792,red
chr14-75178847-75180045,0.0146212,0.0347648,red
chr14-75179620-75180818,0.169977,0.28281,red
chr14-75229069-75230267,0.0224903,0.0707692,red
chr14-75330339-75331537,0.806144,0.445833,red
chr14-75347596-75348794,0.0761004,0.157303,red
chr14-75389807-75391005,0.412346,0.49935,red
chr14-75422289-75423487,0.398462,0.504263,red
chr14-75468614-75469812,0.0371464,0.107242,red
chr14-75518037-75519235,0.281313,0.158482,green
chr14-75530554-75531752,0.308861,0.231203,green
chr14-75534983-75536181,0.09176,0.184514,red
chr14-75593585-75594783,0.0734974,0.210383,red
chr14-75643136-75644334,0.129179,0.0924956,green
chr14-75744477-75745675,0.0609723,0.0367647,green
chr14-75897837-75899035,0.779766,0.269663,green
chr14-75987768-75988966,0.405874,0.492212,red
chr14-76043960-76045158,0.0471385,0.15262,red
chr14-76126621-76127819,0.0216847,0.0837438,red
chr14-76127334-76128532,0.00675676,0.0436242,red
chr14-76447336-76448534,0.160447,0.128599,green
chr14-76451125-76452323,0.0719598,0.0626566,green
chr14-76617279-76618477,0.0918017,0.0876712,green
chr14-76872881-76874079,0.657625,0.682171,red
chr14-77227532-77228730,0.0166571,0.14631,red
chr14-77279085-77280283,0.203438,0.20122,green
chr14-77494836-77496034,0.0632742,0.214497,red
chr14-77563440-77564638,0.0158352,0.0994898,red
chr14-77563654-77564852,0.00883806,0.0906114,red
chr14-77607936-77609134,0.0729741,0.242038,red
chr14-77647170-77648368,0.133723,0.112628,green
chr14-77737457-77738655,0.499382,0.64497,red
chr14-77786227-77787425,0.00525414,0.0802139,red
chr14-77787029-77788227,0.00612529,0.0535492,red
chr14-77842476-77843674,0.022004,0.139597,red
chr14-77843254-77844452,0.084945,0.184168,red
chr14-77923373-77924571,0.00657813,0.0409938,red
chr14-77923750-77924948,0.00666325,0.0410628,red
chr14-77964995-77966193,0.085138,0.377205,blue
chr14-78082918-78084116,0.0937954,0.0595238,green
chr14-78173414-78174612,0.022602,0.102894,red
chr14-78174165-78175363,0.00852109,0.0534224,red
chr14-78227335-78228533,0.176709,0.121639,green
chr14-78265426-78266624,0.376345,0.296254,red
chr14-78869093-78870291,0.380902,0.60396,red
chr14-80677645-80678843,0.441002,0.680851,red
chr14-81407931-81409129,0.0873373,0.0487805,green
chr14-81420387-81421585,0.383914,0.305732,red
chr14-81687068-81688266,0.0554659,0.199507,red
chr14-81893550-81894748,0.466694,0.379518,red
chr14-82000007-82001205,0.156947,0.204644,red
chr14-85995488-85996686,0.0814535,0.196246,red
chr14-88459417-88460615,0.145223,0.285124,red
chr14-88789395-88790593,0.0158155,0.134639,red
chr14-88850874-88852072,0.0132946,0.0393939,red
chr14-89020879-89022077,0.0274228,0.170279,red
chr14-89028253-89029451,0.222809,0.33105,red
chr14-89258898-89260096,0.106115,0.370321,red
chr14-89290006-89291204,0.0336215,0.0556553,red
chr14-90085276-90086474,0.0755783,0.12731,red
chr14-90420835-90422033,0.00981959,0.0492611,red
chr14-90421295-90422493,0.00923483,0.057971,red
chr14-90527109-90528307,0.0211297,0.188267,red
chr14-90721839-90723037,0.303075,0.187335,green
chr14-90798283-90799481,0.241638,0.236915,red
chr14-90862327-90863525,0.0884323,0.14241,red
chr14-91282563-91283761,0.150429,0.526984,blue
chr14-91526754-91527952,0.0239795,0.0902696,red
chr14-91579714-91580912,0.0523732,0.0262009,green
chr14-91720071-91721269,0.38001,0.57478,red
chr14-91883923-91885121,0.00962388,0.112179,red
chr14-91976290-91977488,0.0127586,0.0859031,red
chr14-92198232-92199430,0.818442,0.5,red
chr14-92333675-92334873,0.79425,0.586207,red
chr14-92413969-92415167,0.198073,0.216312,red
chr14-92506205-92507403,0.00808418,0.0467836,red
chr14-92572756-92573954,0.33189,0.504444,red
chr14-92587281-92588479,0.0406668,0.185227,red
chr14-92588063-92589261,0.0112787,0.076412,red
chr14-92788949-92790147,0.0473632,0.31994,blue
chr14-92979118-92980316,0.157684,0.365979,red
chr14-93214826-93216024,0.144442,0.257778,red
chr14-93259576-93260774,0.0547667,0.155052,red
chr14-93388425-93389623,0.225524,0.753799,blue
chr14-93581950-93583148,0.0776312,0.183381,red
chr14-93650338-93651536,0.039349,0.151515,red
chr14-93650358-93651556,0.0367063,0.150919,red
chr14-93651070-93652268,0.0292739,0.0996441,red
chr14-93672401-93673599,0.0989458,0.253254,red
chr14-93673241-93674439,0.00694847,0.0804598,red
chr14-93798565-93799763,0.00697016,0.0968858,red
chr14-93799169-93800367,0.0215703,0.136646,red
chr14-93812537-93813735,0.905747,0.470588,red
chr14-94254629-94255827,0.0486925,0.302326,blue
chr14-94442939-94444137,0.508177,0.324219,green
chr14-94491675-94492873,0.163506,0.304904,red
chr14-94546628-94547826,0.00445949,0.0478215,red
chr14-94547393-94548591,0.0593677,0.0543478,green
chr14-94576161-94577359,0.626458,0.440299,red
chr14-94595803-94597001,0.00785546,0.0307692,red
chr14-94639649-94640847,0.0546041,0.291845,blue
chr14-94759163-94760361,0.679616,0.736111,red
chr14-94789533-94790731,0.696347,0.692308,red
chr14-94856831-94858029,0.456552,0.534392,red
chr14-94918929-94920127,0.73308,0.692308,red
chr14-95026428-95027626,0.833774,0.46729,red
chr14-95046731-95047929,0.519088,0.662921,red
chr14-95077728-95078926,0.71657,0.352601,green
chr14-95236364-95237562,0.190857,0.512356,blue
chr14-95624149-95625347,0.332363,0.247978,green
chr14-95786045-95787243,0.172309,0.42973,red
chr14-95941975-95943173,0.860763,0.427368,red
chr14-95999930-96001128,0.0137141,0.0583419,red
chr14-96151754-96152952,0.820705,0.552163,red
chr14-96180335-96181533,0.476206,0.855422,red
chr14-96504661-96505859,0.0929587,0.330214,red
chr14-96670135-96671333,0.148097,0.296636,red
chr14-96721161-96722359,0.582016,0.565972,red
chr14-96828894-96830092,0.00483465,0.0596659,red
chr14-96830009-96831207,0.129526,0.134133,green
chr14-96857448-96858646,0.0100554,0.0905707,red
chr14-96967710-96968908,0.0185708,0.108312,red
chr14-97262641-97263839,0.380011,0.356013,red
chr14-99737367-99738565,0.0219689,0.153119,red
chr14-99946746-99947944,0.00536357,0.0880231,red
chr14-99947018-99948216,0.00528042,0.0739348,red
chr14-100070165-100071363,0.0137267,0.163606,blue
chr14-100110447-100111645,0.335553,0.488506,red
chr14-100149651-100150849,0.00608828,0.0827489,red
chr14-100258680-100259878,0.175338,0.486111,blue
chr14-100530615-100531813,0.69759,0.669565,red
chr14-100626302-100627500,0.256051,0.478006,red
chr14-100704322-100705520,0.00815324,0.11479,red
chr14-100772672-100773870,0.0333362,0.184325,red
chr14-100788674-100789872,0.880992,0.416168,red
chr14-100841831-100843029,0.00681431,0.0733333,red
chr14-100842944-100844142,0.321558,0.512712,red
chr14-101034209-101035407,0.021575,0.210356,blue
chr14-101192164-101193362,0.470605,0.659978,red
chr14-101350986-101352184,0.815482,0.449814,red
chr14-102026688-102027886,0.112134,0.529984,blue
chr14-102227135-102228333,0.00872284,0.136232,blue
chr14-102429865-102431063,0.193906,0.423875,red
chr14-102605251-102606449,0.014869,0.075,red
chr14-102605825-102607023,0.00517241,0.0425791,red
chr14-102771339-102772537,0.214273,0.341549,red
chr14-102785088-102786286,0.143018,0.274168,red
chr14-102828300-102829498,0.0374644,0.08125,red
chr14-102828853-102830051,0.0130516,0.103734,red
chr14-102975930-102977128,0.0476907,0.271949,blue
chr14-103057998-103059196,0.00611484,0.101781,red
chr14-103242813-103244011,0.212461,0.494624,blue
chr14-103387993-103389191,0.550904,0.627383,red
chr14-103523601-103524799,0.0300594,0.206835,red
chr14-103565481-103566679,0.717144,0.504918,red
chr14-103588798-103589996,0.0803447,0.35924,blue
chr14-103799339-103800537,0.050385,0.228814,red
chr14-103850857-103852055,0.0521572,0.212346,red
