region	MM	PDR
chr11-67417932-67419130	0.458767	0.462054
chr11-67441904-67443102	0.645185	0.457875
chr11-67771395-67772593	0.175184	0.429515
chr11-67775048-67776246	0.675753	0.515228
chr11-67797094-67798292	0.151264	0.264368
chr11-67805483-67806681	0.224782	0.459969
chr11-67888473-67889671	0.0480165	0.292683
chr11-67980684-67981882	0.00588746	0.112288
chr11-68039232-68040430	0.082721	0.253165
chr11-68079077-68080275	0.258128	0.402277
chr11-68227238-68228436	0.107922	0.323338
chr11-68450943-68452141	0.272026	0.638182
chr11-68518834-68520032	0.603868	0.502276
chr11-68609186-68610384	0.1412	0.484197
chr11-68670310-68671508	0.0323243	0.175844
chr11-68671090-68672288	0.00653035	0.0719041
chr11-68748257-68749455	0.778207	0.521429
chr11-68780679-68781877	0.22952	0.413978
chr11-68815365-68816563	0.301848	0.322357
chr11-69454855-69456053	0.0298709	0.143179
chr11-69489917-69491115	0.14762	0.35865
chr11-69519212-69520410	0.18169	0.404223
chr11-69589973-69591171	0.131117	0.476309
chr11-69633594-69634792	0.0874221	0.421875
chr11-69923408-69924606	0.148352	0.491089
chr11-70048269-70049467	0.248492	0.398703
chr11-70115806-70117004	0.0672791	0.285354
chr11-70243647-70244845	0.0730833	0.297508
chr11-70858174-70859372	0.897856	0.491409
chr11-71159283-71160481	0.0135786	0.110814
chr11-71163155-71164353	0.0302691	0.135338
chr11-71237313-71238511	0.630639	0.630137
chr11-71248071-71249269	0.786903	0.491289
chr11-71258466-71259664	0.81617	0.39521
chr11-71275609-71276807	0.635184	0.534188
chr11-71293723-71294921	0.7558	0.42
chr11-71497560-71498758	0.00858189	0.0839065
chr11-71638747-71639945	0.00796484	0.0360767
chr11-71639443-71640641	0.00851598	0.0479275
chr11-71709109-71710307	0.713217	0.541401
chr11-71790382-71791580	0.0984639	0.204473
chr11-71791535-71792733	0.248201	0.385052
chr11-71814235-71815433	0.209613	0.378873
chr11-71823628-71824826	0.17698	0.0628743
chr11-71845771-71846969	0.825108	0.485401
chr11-71926807-71928005	0.826221	0.432099
chr11-71934825-71936023	0.00705882	0.0851528
chr11-71955022-71956220	0.168683	0.559153
chr11-72145494-72146692	0.406616	0.407132
chr11-72385299-72386497	0.341625	0.453061
chr11-72463250-72464448	0.114516	0.0924092
chr11-72504528-72505726	0.0592373	0.138004
chr11-72524353-72525551	0.011693	0.0937866
chr11-72853108-72854306	0.00841622	0.100719
chr11-72928344-72929542	0.216034	0.282885
chr11-72982247-72983445	0.701911	0.533858
chr11-73018334-73019532	0.00679932	0.0729834
chr11-73086309-73087507	0.235947	0.360417
chr11-73309030-73310228	0.0794702	0.166951
chr11-73356223-73357421	0.543042	0.723735
chr11-73471984-73473182	0.230347	0.209581
chr11-73497361-73498559	0.602891	0.382022
chr11-73587014-73588212	0.0243018	0.113235
chr11-73587835-73589033	0.152177	0.162641
chr11-73660364-73661562	0.863356	0.288235
chr11-73694154-73695352	0.137616	0.191197
chr11-73881144-73882342	0.00747824	0.0487062
chr11-73881866-73883064	0.00777019	0.0477569
chr11-74022504-74023702	0.290367	0.577075
chr11-74109320-74110518	0.0463057	0.108108
chr11-74178475-74179673	0.269088	0.32342
chr11-74204580-74205778	0.0187266	0.101176
chr11-74302575-74303773	0.253793	0.269065
chr11-74442022-74443220	0.195444	0.478495
chr11-74458913-74460111	0.0221005	0.0579268
chr11-74659292-74660490	0.0268739	0.0594679
chr11-74660034-74661232	0.00632156	0.0502874
chr11-74698179-74699377	0.870165	0.474308
chr11-74950950-74952148	0.104562	0.40107
chr11-75062551-75063749	0.0294252	0.170897
chr11-75109574-75110772	0.203905	0.348946
chr11-75141476-75142674	0.171347	0.539977
chr11-75236750-75237948	0.148352	0.421429
chr11-75272415-75273613	0.0509626	0.245184
chr11-75379967-75381165	0.398566	0.392569
chr11-75427864-75429062	0.684592	0.484277
chr11-75478777-75479975	0.0438554	0.249084
chr11-75525212-75526410	0.0418367	0.137157
chr11-75917378-75918576	0.0910348	0.461224
chr11-76091788-76092986	0.0125745	0.117568
chr11-76156983-76158181	0.262897	0.075
chr11-76380846-76382044	0.0913449	0.374821
chr11-76501796-76502994	0.644592	0.526316
chr11-76570917-76572115	0.205229	0.252465
chr11-76776988-76778186	0.0592736	0.212048
chr11-76812886-76814084	0.874282	0.486034
chr11-76838310-76839508	0.163699	0.34903
chr11-76998265-76999463	0.654457	0.452055
chr11-77184907-77186105	0.100645	0.264
chr11-77299680-77300878	0.248324	0.329096
chr11-77348652-77349850	0.363693	0.191579
chr11-77531175-77532373	0.00935365	0.0800604
chr11-77531865-77533063	0.0286509	0.0732436
chr11-77705526-77706724	0.176434	0.123055
chr11-77734142-77735340	0.488655	0.326781
chr11-77773907-77775105	0.881016	0.278571
chr11-77790713-77791911	0.227691	0.32106
chr11-77791067-77792265	0.386651	0.420408
chr11-77850508-77851706	0.120869	0.207346
chr11-77898953-77900151	0.00777815	0.0807292
chr11-77899670-77900868	0.0636047	0.21273
chr11-78128654-78129852	0.0266389	0.183206
chr11-78285711-78286909	0.142607	0.189821
chr11-79151497-79152695	0.0348837	0.24774
chr11-82611274-82612472	0.00678469	0.0495532
chr11-82611769-82612967	0.00676329	0.0518639
chr11-82782710-82783908	0.0288858	0.109029
chr11-82867030-82868228	0.0272443	0.101695
chr11-82997252-82998450	0.307043	0.193642
chr11-85338116-85339314	0.015819	0.0545455
chr11-85338629-85339827	0.00631103	0.0437318
chr11-85358032-85359230	0.0249613	0.0183486
chr11-85375948-85377146	0.108418	0.0801282
chr11-85397122-85398320	0.611021	0.556604
chr11-85779773-85780971	0.0224279	0.0659537
chr11-85954586-85955784	0.082953	0.0393258
chr11-86012265-86013463	0.130349	0.0440415
chr11-86084934-86086132	0.419516	0.668103
chr11-86383480-86384678	0.364704	0.533469
chr11-86510282-86511480	0.26145	0.5
chr11-86666235-86667433	0.00627596	0.0810458
chr11-86748049-86749247	0.0684664	0.15704
chr11-87908437-87909635	0.158548	0.233929
chr11-88070757-88071955	0.0386777	0.08
chr11-88796618-88797816	0.127836	0.471698
chr11-89224455-89225653	0.181255	0.408284
chr11-89608987-89610185	0.896638	0.430085
chr11-89866697-89867895	0.164212	0.282474
chr11-89956334-89957532	0.131944	0.0818966
chr11-92084262-92085460	0.826752	0.431373
chr11-92701886-92703084	0.224374	0.559099
chr11-92930931-92932129	0.0368124	0.164983
chr11-93062883-93064081	0.164045	0.468571
chr11-93276476-93277674	0.226642	0.411215
chr11-93393805-93395003	0.280899	0.227394
chr11-93473757-93474955	0.00397056	0.0457516
chr11-93474913-93476111	0.27504	0.300945
chr11-93516393-93517591	0.135727	0.164751
chr11-93583499-93584697	0.455761	0.297222
chr11-93753527-93754725	0.473312	0.513761
chr11-93861094-93862292	0.0144236	0.0743134
chr11-94037759-94038957	0.413432	0.591716
chr11-94134387-94135585	0.118011	0.335616
chr11-94225795-94226993	0.0249449	0.0640244
chr11-94226876-94228074	0.018201	0.0515464
chr11-94276017-94277215	0.305975	0.255193
chr11-94299474-94300672	0.91815	0.473913
chr11-94500537-94501735	0.101172	0.234532
chr11-94705845-94707043	0.00611363	0.0557143
chr11-94757422-94758620	0.876234	0.329268
chr11-94821974-94823172	0.0528791	0.124236
chr11-94964163-94965361	0.0167492	0.0707237
chr11-95522625-95523823	0.00365764	0.0436992
chr11-95522757-95523955	0.00358563	0.042186
chr11-95657261-95658459	0.078079	0.0402685
chr11-96076146-96077344	0.137005	0.184211
chr11-96122158-96123356	0.00641998	0.0638587
chr11-98890920-98892118	0.0463051	0.165432
chr11-100557407-100558605	0.0772405	0.340183
chr11-101454461-101455659	0.260979	0.396429
chr11-101784746-101785944	0.0607683	0.0973684
chr11-101980192-101981390	0.0418997	0.136452
chr11-102187226-102188424	0.0855419	0.0647182
chr11-102216966-102218164	0.0309483	0.16018
chr11-102323577-102324775	0.056948	0.0947137
chr11-102401286-102402484	0.508754	0.485075
chr11-102576339-102577537	0.419463	0.769231
chr11-102668693-102669891	0.850646	0.219355
chr11-102826265-102827463	0.871669	0.348214
chr11-102962746-102963944	0.0779873	0.0567515
chr11-102979304-102980502	0.110771	0.135338
chr11-103906308-103907506	0.930226	0.303797
chr11-104034637-104035835	0.184999	0.192261
chr11-104839965-104841163	0.871997	0.318182
chr11-104915844-104917042	0.501672	0.296552
chr11-105479800-105480998	0.113542	0.298137
chr11-105892756-105893954	0.13441	0.10396
chr11-105947216-105948414	0.0169234	0.080036
chr11-105947988-105949186	0.00781973	0.0616592
chr11-106888973-106890171	0.0374521	0.21197
chr11-107328372-107329570	0.0927037	0.0496183
chr11-107436274-107437472	0.203424	0.233333
chr11-107460956-107462154	0.0148389	0.108959
chr11-107590221-107591419	0.420328	0.362319
chr11-107729716-107730914	0.0216539	0.0566038
chr11-107798229-107799427	0.170157	0.318618
chr11-107878459-107879657	0.379203	0.25239
chr11-107991243-107992441	0.136321	0.24569
chr11-108092559-108093757	0.00474795	0.045221
chr11-108093171-108094369	0.00531518	0.0562249
chr11-108338060-108339258	0.177099	0.296852
chr11-108368961-108370159	0.286385	0.425234
chr11-108464176-108465374	0.0482007	0.0243243
chr11-108534752-108535950	0.175219	0.257184
chr11-109291846-109293044	0.273768	0.502315
chr11-109963087-109964285	0.00913405	0.125261
chr11-110167239-110168437	0.0745874	0.151134
chr11-110299607-110300805	0.223366	0.111628
chr11-110583253-110584451	0.0415239	0.159091
chr11-111168976-111170174	0.122449	0.365217
chr11-111250219-111251417	0.56793	0.558621
chr11-111382881-111384079	0.118017	0.376786
chr11-111410384-111411582	0.178803	0.370093
chr11-111472115-111473313	0.113108	0.168831
chr11-111636908-111638106	0.0766458	0.122744
chr11-111741390-111742588	0.00557917	0.0548387
chr11-111748948-111750146	0.0192018	0.046814
chr11-111749706-111750904	0.102423	0.124789
chr11-111781966-111783164	0.454787	0.453125
chr11-111782460-111783658	0.173647	0.405844
chr11-111784375-111785573	0.707011	0.584071
chr11-111788601-111789799	0.521584	0.32906
chr11-111806927-111808125	0.110543	0.0962343
chr11-111894538-111895736	0.159214	0.214815
chr11-111944040-111945238	0.0416569	0.0796117
chr11-111944697-111945895	0.0161635	0.0394402
chr11-111956497-111957695	0.0167935	0.0661521
chr11-111957324-111958522	0.0462792	0.10355
chr11-112034642-112035840	0.383221	0.365482
chr11-112037095-112038293	0.762606	0.511416
chr11-112045190-112046388	0.144942	0.0465116
chr11-112096088-112097286	0.0542729	0.09375
chr11-112831158-112832356	0.179434	0.142857
chr11-113184251-113185449	0.157315	0.173494
chr11-113257513-113258711	0.30397	0.5075
chr11-113345913-113347111	0.159787	0.372973
chr11-113576897-113578095	0.847482	0.259259
chr11-113644335-113645533	0.0269348	0.0427928
chr11-113649469-113650667	0.782845	0.49026
chr11-113746094-113747292	0.139937	0.249661
chr11-113844797-113845995	0.507967	0.363636
chr11-113929315-113930513	0.0882442	0.266551
chr11-114127553-114128751	0.717277	0.493177
chr11-114269752-114270950	0.0833972	0.0863158
chr11-114309108-114310306	0.211492	0.212963
chr11-115374935-115376133	0.0376611	0.180612
chr11-116643506-116644704	0.00922251	0.0751252
chr11-116658568-116659766	0.0695387	0.0920578
chr11-116662938-116664136	0.74577	0.488372
chr11-116693824-116695022	0.786433	0.746269
chr11-116699608-116700806	0.706013	0.617021
chr11-116708468-116709666	0.791494	0.517241
chr11-116968795-116969993	0.0414258	0.185738
chr11-117013983-117015181	0.078384	0.174713
chr11-117048449-117049647	0.116493	0.193995
chr11-117071589-117072787	0.632443	0.584192
chr11-117102452-117103650	0.00806976	0.0731707
chr11-117103043-117104241	0.0328565	0.159498
chr11-117186774-117187972	0.140181	0.163636
chr11-117197571-117198769	0.147575	0.115681
chr11-117667778-117668976	0.279629	0.600823
chr11-117695261-117696459	0.591522	0.515275
chr11-117747184-117748382	0.110004	0.257028
chr11-117747699-117748897	0.282857	0.387435
chr11-117799882-117801080	0.461882	0.49537
chr11-117856063-117857261	0.139939	0.29868
chr11-117946804-117948002	0.587114	0.458937
chr11-118023337-118024535	0.0591535	0.321615
chr11-118047190-118048388	0.597943	0.520147
chr11-118095611-118096809	0.821575	0.345455
chr11-118122867-118124065	0.131273	0.0784884
chr11-118134799-118135997	0.254622	0.241966
chr11-118213261-118214459	0.673893	0.529623
chr11-118214071-118215269	0.647452	0.603659
chr11-118229359-118230557	0.22661	0.224066
chr11-118270869-118272067	0.0603521	0.0771605
chr11-118306205-118307403	0.00578807	0.0673267
chr11-118400924-118402122	0.0169737	0.129952
chr11-118436552-118437750	0.341631	0.449918
chr11-118442168-118443366	0.0830339	0.119192
chr11-118476155-118477353	0.622412	0.568966
chr11-118550183-118551381	0.705088	0.409253
chr11-118661647-118662845	0.0120006	0.0643863
chr11-118753475-118754673	0.708234	0.613527
chr11-118781415-118782613	0.200558	0.414634
chr11-118826026-118827224	0.613757	0.655172
chr11-118841417-118842615	0.689599	0.634286
chr11-118888142-118889340	0.00836383	0.0484429
chr11-118889202-118890400	0.0235195	0.135935
chr11-118927650-118928848	0.0621444	0.255673
chr11-118937493-118938691	0.0309048	0.102902
chr11-118954593-118955791	0.344053	0.42145
chr11-118965979-118967177	0.0925502	0.162281
chr11-118977093-118978291	0.0131851	0.0709382
chr11-118978843-118980041	0.363967	0.348148
chr11-118991297-118992495	0.0287005	0.0491493
chr11-119018722-119019920	0.148779	0.340741
chr11-119038473-119039671	0.151321	0.274336
chr11-119055189-119056387	0.740237	0.429022
chr11-119065999-119067197	0.558634	0.672414
chr11-119075752-119076950	0.128041	0.319672
chr11-119187628-119188826	0.0956509	0.229703
chr11-119204237-119205435	0.26706	0.25
chr11-119217170-119218368	0.639612	0.698113
chr11-119217185-119218383	0.613516	0.833333
chr11-119252238-119253436	0.121666	0.217697
chr11-119599596-119600794	0.011204	0.0964591
chr11-120008963-120010161	0.607316	0.292683
chr11-120080475-120081673	0.077034	0.16753
chr11-120195005-120196203	0.160628	0.17364
chr11-120206787-120207985	0.0071577	0.0797688
chr11-120381468-120382666	0.111208	0.370293
chr11-120893830-120895028	0.143293	0.0924092
chr11-121162162-121163360	0.0907958	0.0576606
chr11-121321912-121323110	0.067627	0.171852
chr11-121986725-121987923	0.791464	0.427746
chr11-122525383-122526581	0.221748	0.291925
chr11-122752473-122753671	0.276705	0.415459
chr11-122852230-122853428	0.204612	0.516949
chr11-122932845-122934043	0.00723102	0.0554855
chr11-123065791-123066989	0.117844	0.394422
chr11-123395530-123396728	0.488571	0.339844
chr11-123525114-123526312	0.0746163	0.192201
chr11-123612180-123613378	0.0958406	0.0979499
chr11-123809250-123810448	0.88509	0.372168
chr11-123814382-123815580	0.631761	0.77551
chr11-123885282-123886480	0.790323	0.409524
chr11-123892720-123893918	0.618999	0.68
chr11-123899297-123900495	0.745417	0.398496
chr11-123909519-123910717	0.782851	0.564014
chr11-124054923-124056121	0.758589	0.492958
chr11-124180535-124181733	0.731167	0.677419
chr11-124267066-124268264	0.811833	0.272727
chr11-124294591-124295789	0.743792	0.583333
chr11-124310856-124312054	0.758702	0.597911
chr11-124413377-124414575	0.748555	0.590551
chr11-124438893-124440091	0.58651	0.566667
chr11-124480386-124481584	0.804262	0.517241
chr11-124491776-124492974	0.101745	0.0586957
chr11-124542740-124543938	0.070145	0.1527
chr11-124543579-124544777	0.251539	0.38042
chr11-124608742-124609940	0.333121	0.438672
chr11-124621936-124623134	0.425676	0.462644
chr11-124631982-124633180	0.0100808	0.107366
chr11-124734282-124735480	0.0995976	0.37858
chr11-124767979-124769177	0.408613	0.583333
chr11-124823017-124824215	0.128654	0.108156
chr11-124932232-124933430	0.0919845	0.227207
chr11-124973007-124974205	0.91161	0.242857
chr11-125033602-125034800	0.0898591	0.160494
chr11-125366008-125367206	0.269714	0.387716
chr11-125438298-125439496	0.212112	0.158635
chr11-125461690-125462888	0.00410854	0.0347744
chr11-125495236-125496434	0.00496535	0.0434298
chr11-125702211-125703409	0.688204	0.25
chr11-125755955-125757153	0.300913	0.271137
chr11-125772918-125774116	0.0600717	0.1875
chr11-125773258-125774456	0.0880794	0.283916
chr11-125932989-125934187	0.311377	0.277132
chr11-126080309-126081507	0.0955342	0.231156
chr11-126081389-126082587	0.0111888	0.0607735
chr11-126138028-126139226	0.00737842	0.0476879
chr11-126138656-126139854	0.0948103	0.236534
chr11-126152005-126153203	0.0879016	0.173469
chr11-126172647-126173845	0.402275	0.300855
chr11-126274677-126275875	0.867541	0.373984
chr11-126870457-126871655	0.0903733	0.160105
chr11-128457255-128458453	0.531915	0.153846
chr11-128562665-128563863	0.0232695	0.122827
chr11-128712231-128713429	0.764911	0.438095
chr11-128760251-128761449	0.0427583	0.229167
chr11-128775394-128776592	0.21235	0.0836237
chr11-128812624-128813822	0.58758	0.385528
chr11-129244835-129246033	0.0433341	0.275523
chr11-129684714-129685912	0.44476	0.420538
chr11-129762706-129763904	0.910506	0.25
chr11-129872532-129873730	0.0123193	0.0723164
chr11-129938801-129939999	0.0210823	0.103659
chr11-130028457-130029655	0.469671	0.644231
chr11-130184383-130185581	0.0889292	0.261002
chr11-130298690-130299888	0.348442	0.552
chr11-130317869-130319067	0.0288051	0.133942
chr11-130541851-130543049	0.59286	0.61326
chr11-130786206-130787404	0.181579	0.30112
chr11-131780356-131781554	0.100471	0.372093
chr11-132813368-132814566	0.0943914	0.38992
chr11-133715198-133716396	0.720132	0.553191
chr11-133826682-133827880	0.0351679	0.2
chr11-133937820-133939018	0.0701077	0.120805
chr11-134093539-134094737	0.00395956	0.0600437
chr11-134093687-134094885	0.00446019	0.0696133
chr11-134122389-134123587	0.0171967	0.0914097
chr11-134123040-134124238	0.00337154	0.0502092
chr11-134145635-134146833	0.0319534	0.222689
chr11-134200768-134201966	0.0740877	0.28115
chr11-134262049-134263247	0.839302	0.528846
chr12-174931-176129	0.147341	0.502092
chr12-323491-324689	0.688848	0.449153
chr12-371804-373002	0.672681	0.680851
chr12-498422-499620	0.0716662	0.0597484
chr12-509742-510940	0.15511	0.197208
chr12-568530-569728	0.0572039	0.304207
chr12-772747-773945	0.828131	0.333333
chr12-861089-862287	0.00475836	0.0600858
chr12-1058690-1059888	0.159735	0.309259
chr12-1099404-1100602	0.00349365	0.0598802
chr12-1703133-1704331	0.00685182	0.106195
chr12-1737363-1738561	0.747059	0.524664
chr12-1799193-1800391	0.116186	0.226908
chr12-1928433-1929631	0.406403	0.556745
chr12-2027804-2029002	0.726434	0.529412
chr12-2113479-2114677	0.115235	0.223849
chr12-2161729-2162927	0.0221786	0.137982
chr12-2903119-2904317	0.132901	0.432177
chr12-2920788-2921986	0.105074	0.070122
chr12-2943992-2945190	0.378906	0.444828
chr12-2985381-2986579	0.0453668	0.19349
chr12-2985954-2987152	0.0297213	0.143865
chr12-2999073-3000271	0.177211	0.293493
chr12-3067580-3068778	0.0200755	0.16309
chr12-3185543-3186741	0.166269	0.326493
chr12-3599402-3600600	0.0820724	0.4375
chr12-3862070-3863268	0.0994757	0.284281
chr12-3982342-3983540	0.244177	0.181176
chr12-4381938-4383136	0.0127168	0.0727969
chr12-4429371-4430569	0.010379	0.0824742
chr12-4488696-4489894	0.47622	0.61
chr12-4554582-4555780	0.850172	0.614072
chr12-4647056-4648254	0.0113246	0.0493671
chr12-4647439-4648637	0.00872874	0.0645161
chr12-4757273-4758471	0.0469858	0.0560748
chr12-4758015-4759213	0.0265267	0.0486381
chr12-4828507-4829705	0.69408	0.671053
chr12-4917342-4918540	0.172028	0.355372
chr12-5018071-5019269	0.0405113	0.215311
chr12-5152085-5153283	0.111345	0.305506
chr12-5540279-5541477	0.0407402	0.217069
chr12-6055200-6056398	0.713691	0.419643
